t,K,Z
0,1,0.5
0.01,1.005,0.5
0.02,1.01002,0.500025
0.03,1.01507,0.500075
0.04,1.02015,0.500151
0.05,1.02525,0.500251
0.06,1.03037,0.500378
0.07,1.03552,0.50053
0.08,1.04069,0.500707
0.09,1.04589,0.500911
0.1,1.05111,0.501141
0.11,1.05635,0.501397
0.12,1.06162,0.50168
0.13,1.06691,0.501989
0.14,1.07222,0.502325
0.15,1.07756,0.502687
0.16,1.08292,0.503077
0.17,1.0883,0.503494
0.18,1.0937,0.503939
0.19,1.09913,0.504411
0.2,1.10457,0.504911
0.21,1.11004,0.505439
0.22,1.11553,0.505995
0.23,1.12104,0.50658
0.24,1.12658,0.507193
0.25,1.13213,0.507835
0.26,1.1377,0.508506
0.27,1.14329,0.509206
0.28,1.1489,0.509936
0.29,1.15453,0.510695
0.3,1.16018,0.511485
0.31,1.16585,0.512304
0.32,1.17154,0.513154
0.33,1.17724,0.514034
0.34,1.18296,0.514945
0.35,1.1887,0.515887
0.36,1.19445,0.51686
0.37,1.20022,0.517866
0.38,1.20601,0.518902
0.39,1.21181,0.519971
0.4,1.21763,0.521073
0.41,1.22346,0.522207
0.42,1.22931,0.523374
0.43,1.23517,0.524574
0.44,1.24104,0.525807
0.45,1.24692,0.527075
0.46,1.25282,0.528376
0.47,1.25873,0.529712
0.48,1.26465,0.531083
0.49,1.27058,0.532488
0.5,1.27652,0.533929
0.51,1.28247,0.535405
0.52,1.28843,0.536918
0.53,1.29439,0.538466
0.54,1.30037,0.540052
0.55,1.30635,0.541674
0.56,1.31233,0.543333
0.57,1.31833,0.54503
0.58,1.32433,0.546765
0.59,1.33033,0.548538
0.6,1.33633,0.55035
0.61,1.34234,0.552201
0.62,1.34835,0.554092
0.63,1.35437,0.556022
0.64,1.36038,0.557992
0.65,1.36639,0.560003
0.66,1.3724,0.562055
0.67,1.37841,0.564148
0.68,1.38442,0.566283
0.69,1.39043,0.56846
0.7,1.39643,0.570679
0.71,1.40242,0.572942
0.72,1.40841,0.575247
0.73,1.41439,0.577597
0.74,1.42037,0.57999
0.75,1.42633,0.582428
0.76,1.43229,0.584911
0.77,1.43824,0.58744
0.78,1.44417,0.590014
0.79,1.45009,0.592635
0.8,1.456,0.595302
0.81,1.46189,0.598017
0.82,1.46777,0.600779
0.83,1.47363,0.603589
0.84,1.47947,0.606448
0.85,1.48529,0.609356
0.86,1.49109,0.612313
0.87,1.49687,0.61532
0.88,1.50263,0.618377
0.89,1.50837,0.621485
0.9,1.51407,0.624645
0.91,1.51976,0.627856
0.92,1.52541,0.631119
0.93,1.53104,0.634435
0.94,1.53664,0.637804
0.95,1.5422,0.641227
0.96,1.54774,0.644704
0.97,1.55324,0.648235
0.98,1.5587,0.651821
0.99,1.56413,0.655463
1,1.56951,0.659161
1.01,1.57486,0.662915
1.02,1.58017,0.666726
1.03,1.58544,0.670594
1.04,1.59066,0.67452
1.05,1.59584,0.678504
1.06,1.60097,0.682547
1.07,1.60605,0.686649
1.08,1.61108,0.69081
1.09,1.61607,0.695031
1.1,1.62099,0.699313
1.11,1.62587,0.703656
1.12,1.63069,0.70806
1.13,1.63545,0.712526
1.14,1.64015,0.717053
1.15,1.64479,0.721644
1.16,1.64937,0.726297
1.17,1.65388,0.731013
1.18,1.65833,0.735793
1.19,1.66271,0.740637
1.2,1.66703,0.745545
1.21,1.67127,0.750518
1.22,1.67544,0.755556
1.23,1.67953,0.760659
1.24,1.68355,0.765828
1.25,1.68749,0.771063
1.26,1.69136,0.776364
1.27,1.69514,0.781732
1.28,1.69884,0.787166
1.29,1.70246,0.792667
1.3,1.70599,0.798235
1.31,1.70943,0.80387
1.32,1.71278,0.809573
1.33,1.71604,0.815344
1.34,1.71921,0.821182
1.35,1.72228,0.827088
1.36,1.72526,0.833062
1.37,1.72814,0.839104
1.38,1.73092,0.845214
1.39,1.7336,0.851391
1.4,1.73618,0.857637
1.41,1.73865,0.863951
1.42,1.74102,0.870333
1.43,1.74327,0.876782
1.44,1.74542,0.883299
1.45,1.74746,0.889883
1.46,1.74938,0.896535
1.47,1.75119,0.903253
1.48,1.75289,0.910038
1.49,1.75446,0.91689
1.5,1.75592,0.923807
1.51,1.75726,0.930791
1.52,1.75848,0.937839
1.53,1.75957,0.944953
1.54,1.76054,0.95213
1.55,1.76138,0.959371
1.56,1.7621,0.966676
1.57,1.76268,0.974043
1.58,1.76314,0.981472
1.59,1.76347,0.988962
1.6,1.76366,0.996512
1.61,1.76372,1.00412
1.62,1.76365,1.01179
1.63,1.76344,1.01952
1.64,1.7631,1.0273
1.65,1.76262,1.03514
1.66,1.762,1.04303
1.67,1.76124,1.05098
1.68,1.76034,1.05898
1.69,1.7593,1.06703
1.7,1.75812,1.07514
1.71,1.7568,1.08329
1.72,1.75534,1.09149
1.73,1.75373,1.09973
1.74,1.75199,1.10802
1.75,1.75009,1.11635
1.76,1.74806,1.12473
1.77,1.74588,1.13314
1.78,1.74355,1.14159
1.79,1.74108,1.15008
1.8,1.73847,1.1586
1.81,1.73571,1.16716
1.82,1.73281,1.17574
1.83,1.72977,1.18436
1.84,1.72658,1.193
1.85,1.72324,1.20167
1.86,1.71977,1.21036
1.87,1.71615,1.21907
1.88,1.71239,1.22781
1.89,1.70849,1.23655
1.9,1.70445,1.24531
1.91,1.70027,1.25409
1.92,1.69595,1.26287
1.93,1.69149,1.27166
1.94,1.6869,1.28045
1.95,1.68216,1.28924
1.96,1.6773,1.29804
1.97,1.6723,1.30683
1.98,1.66717,1.31562
1.99,1.66191,1.32439
2,1.65652,1.33316
2.01,1.651,1.34191
2.02,1.64535,1.35065
2.03,1.63958,1.35937
2.04,1.63369,1.36806
2.05,1.62768,1.37673
2.06,1.62155,1.38537
2.07,1.6153,1.39398
2.08,1.60893,1.40256
2.09,1.60246,1.4111
2.1,1.59587,1.4196
2.11,1.58917,1.42806
2.12,1.58237,1.43647
2.13,1.57546,1.44484
2.14,1.56845,1.45315
2.15,1.56135,1.46141
2.16,1.55414,1.46962
2.17,1.54684,1.47776
2.18,1.53945,1.48584
2.19,1.53197,1.49386
2.2,1.52441,1.5018
2.21,1.51676,1.50968
2.22,1.50903,1.51748
2.23,1.50122,1.52521
2.24,1.49333,1.53285
2.25,1.48538,1.54041
2.26,1.47735,1.54789
2.27,1.46926,1.55528
2.28,1.4611,1.56258
2.29,1.45288,1.56978
2.3,1.4446,1.57689
2.31,1.43627,1.5839
2.32,1.42788,1.59081
2.33,1.41944,1.59762
2.34,1.41096,1.60432
2.35,1.40243,1.61091
2.36,1.39387,1.6174
2.37,1.38526,1.62377
2.38,1.37662,1.63002
2.39,1.36795,1.63616
2.4,1.35924,1.64218
2.41,1.35052,1.64808
2.42,1.34176,1.65386
2.43,1.33299,1.65951
2.44,1.3242,1.66503
2.45,1.31539,1.67043
2.46,1.30657,1.6757
2.47,1.29775,1.68084
2.48,1.28891,1.68584
2.49,1.28007,1.69071
2.5,1.27123,1.69545
2.51,1.26239,1.70005
2.52,1.25355,1.70451
2.53,1.24472,1.70883
2.54,1.2359,1.71301
2.55,1.22708,1.71705
2.56,1.21828,1.72095
2.57,1.2095,1.72471
2.58,1.20074,1.72832
2.59,1.19199,1.73179
2.6,1.18327,1.73512
2.61,1.17457,1.7383
2.62,1.1659,1.74133
2.63,1.15725,1.74422
2.64,1.14864,1.74696
2.65,1.14006,1.74956
2.66,1.13152,1.75201
2.67,1.12301,1.75431
2.68,1.11454,1.75647
2.69,1.10611,1.75848
2.7,1.09772,1.76035
2.71,1.08937,1.76207
2.72,1.08107,1.76364
2.73,1.07281,1.76507
2.74,1.0646,1.76636
2.75,1.05645,1.7675
2.76,1.04834,1.7685
2.77,1.04028,1.76935
2.78,1.03228,1.77007
2.79,1.02433,1.77064
2.8,1.01643,1.77107
2.81,1.0086,1.77136
2.82,1.00082,1.77151
2.83,0.993096,1.77153
2.84,0.985434,1.7714
2.85,0.977832,1.77115
2.86,0.970292,1.77075
2.87,0.962813,1.77023
2.88,0.955397,1.76957
2.89,0.948045,1.76878
2.9,0.940757,1.76786
2.91,0.933533,1.76681
2.92,0.926374,1.76564
2.93,0.919282,1.76434
2.94,0.912255,1.76291
2.95,0.905296,1.76137
2.96,0.898403,1.7597
2.97,0.891578,1.75791
2.98,0.884821,1.75601
2.99,0.878131,1.75398
3,0.87151,1.75185
3.01,0.864958,1.74959
3.02,0.858474,1.74723
3.03,0.852059,1.74476
3.04,0.845714,1.74218
3.05,0.839437,1.73949
3.06,0.833229,1.7367
3.07,0.827091,1.7338
3.08,0.821022,1.7308
3.09,0.815022,1.7277
3.1,0.809091,1.72451
3.11,0.803229,1.72122
3.12,0.797436,1.71783
3.13,0.791712,1.71435
3.14,0.786056,1.71078
3.15,0.780469,1.70712
3.16,0.77495,1.70337
3.17,0.769499,1.69954
3.18,0.764116,1.69562
3.19,0.758801,1.69162
3.2,0.753553,1.68754
3.21,0.748372,1.68338
3.22,0.743258,1.67915
3.23,0.73821,1.67483
3.24,0.733228,1.67045
3.25,0.728312,1.66599
3.26,0.723462,1.66147
3.27,0.718676,1.65687
3.28,0.713956,1.65221
3.29,0.709299,1.64749
3.3,0.704706,1.6427
3.31,0.700177,1.63785
3.32,0.695711,1.63294
3.33,0.691308,1.62797
3.34,0.686967,1.62294
3.35,0.682687,1.61786
3.36,0.678469,1.61273
3.37,0.674312,1.60754
3.38,0.670215,1.60231
3.39,0.666179,1.59702
3.4,0.662201,1.59169
3.41,0.658283,1.58631
3.42,0.654424,1.58089
3.43,0.650622,1.57543
3.44,0.646878,1.56993
3.45,0.643191,1.56438
3.46,0.639561,1.5588
3.47,0.635988,1.55318
3.48,0.632469,1.54753
3.49,0.629006,1.54184
3.5,0.625598,1.53612
3.51,0.622244,1.53037
3.52,0.618944,1.52459
3.53,0.615697,1.51878
3.54,0.612503,1.51294
3.55,0.609361,1.50708
3.56,0.606271,1.50119
3.57,0.603233,1.49528
3.58,0.600245,1.48935
3.59,0.597308,1.48339
3.6,0.59442,1.47742
3.61,0.591582,1.47143
3.62,0.588794,1.46542
3.63,0.586053,1.45939
3.64,0.583361,1.45335
3.65,0.580716,1.4473
3.66,0.578119,1.44123
3.67,0.575568,1.43515
3.68,0.573063,1.42906
3.69,0.570605,1.42296
3.7,0.568191,1.41685
3.71,0.565823,1.41073
3.72,0.563499,1.4046
3.73,0.561219,1.39847
3.74,0.558982,1.39234
3.75,0.556789,1.3862
3.76,0.554639,1.38005
3.77,0.552531,1.37391
3.78,0.550465,1.36776
3.79,0.548441,1.36161
3.8,0.546458,1.35546
3.81,0.544515,1.34931
3.82,0.542613,1.34317
3.83,0.540751,1.33702
3.84,0.538929,1.33088
3.85,0.537145,1.32475
3.86,0.535401,1.31862
3.87,0.533695,1.31249
3.88,0.532027,1.30637
3.89,0.530397,1.30026
3.9,0.528805,1.29415
3.91,0.527249,1.28805
3.92,0.525731,1.28196
3.93,0.524248,1.27588
3.94,0.522802,1.26981
3.95,0.521391,1.26375
3.96,0.520016,1.2577
3.97,0.518676,1.25167
3.98,0.517371,1.24564
3.99,0.5161,1.23963
4,0.514863,1.23363
4.01,0.51366,1.22765
4.02,0.512491,1.22168
4.03,0.511355,1.21572
4.04,0.510252,1.20978
4.05,0.509181,1.20386
4.06,0.508143,1.19795
4.07,0.507138,1.19205
4.08,0.506164,1.18618
4.09,0.505221,1.18032
4.1,0.50431,1.17448
4.11,0.50343,1.16866
4.12,0.502581,1.16286
4.13,0.501763,1.15707
4.14,0.500975,1.15131
4.15,0.500217,1.14556
4.16,0.499488,1.13984
4.17,0.49879,1.13413
4.18,0.498121,1.12845
4.19,0.497481,1.12278
4.2,0.49687,1.11714
4.21,0.496288,1.11152
4.22,0.495735,1.10592
4.23,0.49521,1.10035
4.24,0.494713,1.09479
4.25,0.494244,1.08926
4.26,0.493803,1.08375
4.27,0.493389,1.07826
4.28,0.493003,1.0728
4.29,0.492644,1.06736
4.3,0.492312,1.06195
4.31,0.492007,1.05656
4.32,0.491729,1.05119
4.33,0.491477,1.04585
4.34,0.491252,1.04053
4.35,0.491053,1.03523
4.36,0.49088,1.02997
4.37,0.490733,1.02472
4.38,0.490611,1.0195
4.39,0.490516,1.01431
4.4,0.490445,1.00914
4.41,0.490401,1.004
4.42,0.490381,0.998883
4.43,0.490386,0.993793
4.44,0.490417,0.988728
4.45,0.490472,0.98369
4.46,0.490552,0.978678
4.47,0.490657,0.973692
4.48,0.490786,0.968732
4.49,0.490939,0.963799
4.5,0.491117,0.958893
4.51,0.491319,0.954014
4.52,0.491545,0.949161
4.53,0.491795,0.944335
4.54,0.492069,0.939535
4.55,0.492366,0.934763
4.56,0.492687,0.930018
4.57,0.493032,0.9253
4.58,0.4934,0.920609
4.59,0.493792,0.915945
4.6,0.494207,0.911309
4.61,0.494645,0.906699
4.62,0.495107,0.902117
4.63,0.495592,0.897562
4.64,0.496099,0.893035
4.65,0.49663,0.888535
4.66,0.497183,0.884062
4.67,0.49776,0.879617
4.68,0.498359,0.875199
4.69,0.498981,0.870809
4.7,0.499626,0.866446
4.71,0.500293,0.862111
4.72,0.500983,0.857803
4.73,0.501695,0.853522
4.74,0.50243,0.849269
4.75,0.503187,0.845043
4.76,0.503967,0.840845
4.77,0.504769,0.836674
4.78,0.505594,0.832531
4.79,0.50644,0.828415
4.8,0.507309,0.824326
4.81,0.508201,0.820264
4.82,0.509114,0.81623
4.83,0.51005,0.812224
4.84,0.511007,0.808244
4.85,0.511987,0.804292
4.86,0.512989,0.800367
4.87,0.514013,0.796469
4.88,0.515059,0.792598
4.89,0.516128,0.788755
4.9,0.517218,0.784938
4.91,0.51833,0.781148
4.92,0.519465,0.777386
4.93,0.520621,0.77365
4.94,0.5218,0.769942
4.95,0.523,0.76626
4.96,0.524222,0.762605
4.97,0.525467,0.758976
4.98,0.526733,0.755375
4.99,0.528022,0.7518
5,0.529333,0.748252
5.01,0.530665,0.74473
5.02,0.53202,0.741234
5.03,0.533396,0.737766
5.04,0.534795,0.734323
5.05,0.536216,0.730907
5.06,0.537659,0.727517
5.07,0.539124,0.724154
5.08,0.540611,0.720816
5.09,0.54212,0.717505
5.1,0.543652,0.71422
5.11,0.545205,0.71096
5.12,0.546781,0.707727
5.13,0.548379,0.704519
5.14,0.55,0.701337
5.15,0.551642,0.698181
5.16,0.553307,0.695051
5.17,0.554995,0.691946
5.18,0.556704,0.688867
5.19,0.558436,0.685813
5.2,0.560191,0.682785
5.21,0.561968,0.679782
5.22,0.563768,0.676805
5.23,0.56559,0.673852
5.24,0.567434,0.670925
5.25,0.569302,0.668023
5.26,0.571192,0.665145
5.27,0.573104,0.662293
5.28,0.57504,0.659466
5.29,0.576998,0.656664
5.3,0.578979,0.653886
5.31,0.580983,0.651133
5.32,0.58301,0.648404
5.33,0.585059,0.645701
5.34,0.587132,0.643021
5.35,0.589228,0.640367
5.36,0.591347,0.637736
5.37,0.59349,0.63513
5.38,0.595655,0.632548
5.39,0.597844,0.62999
5.4,0.600056,0.627457
5.41,0.602291,0.624947
5.42,0.60455,0.622462
5.43,0.606833,0.62
5.44,0.609139,0.617563
5.45,0.611468,0.615149
5.46,0.613821,0.612759
5.47,0.616198,0.610393
5.48,0.618599,0.60805
5.49,0.621024,0.605731
5.5,0.623472,0.603435
5.51,0.625945,0.601163
5.52,0.628441,0.598914
5.53,0.630962,0.596689
5.54,0.633507,0.594487
5.55,0.636075,0.592308
5.56,0.638669,0.590153
5.57,0.641286,0.58802
5.58,0.643928,0.585911
5.59,0.646595,0.583825
5.6,0.649286,0.581762
5.61,0.652001,0.579721
5.62,0.654741,0.577704
5.63,0.657506,0.575709
5.64,0.660296,0.573737
5.65,0.663111,0.571788
5.66,0.66595,0.569862
5.67,0.668815,0.567959
5.68,0.671704,0.566078
5.69,0.674619,0.564219
5.7,0.677559,0.562383
5.71,0.680524,0.56057
5.72,0.683514,0.558779
5.73,0.68653,0.557011
5.74,0.689571,0.555264
5.75,0.692638,0.553541
5.76,0.695731,0.551839
5.77,0.698849,0.55016
5.78,0.701992,0.548504
5.79,0.705162,0.546869
5.8,0.708357,0.545257
5.81,0.711578,0.543666
5.82,0.714825,0.542098
5.83,0.718099,0.540552
5.84,0.721398,0.539029
5.85,0.724723,0.537527
5.86,0.728075,0.536047
5.87,0.731453,0.534589
5.88,0.734857,0.533154
5.89,0.738288,0.53174
5.9,0.741745,0.530349
5.91,0.745229,0.528979
5.92,0.748739,0.527631
5.93,0.752276,0.526306
5.94,0.755839,0.525002
5.95,0.759429,0.52372
5.96,0.763046,0.52246
5.97,0.76669,0.521222
5.98,0.770361,0.520006
5.99,0.774059,0.518812
6,0.777783,0.51764
6.01,0.781535,0.516489
6.02,0.785314,0.515361
6.03,0.78912,0.514255
6.04,0.792953,0.51317
6.05,0.796813,0.512108
6.06,0.800701,0.511067
6.07,0.804616,0.510048
6.08,0.808558,0.509052
6.09,0.812527,0.508077
6.1,0.816524,0.507125
6.11,0.820549,0.506194
6.12,0.824601,0.505286
6.13,0.82868,0.5044
6.14,0.832787,0.503536
6.15,0.836922,0.502694
6.16,0.841084,0.501874
6.17,0.845273,0.501076
6.18,0.849491,0.500301
6.19,0.853735,0.499548
6.2,0.858008,0.498817
6.21,0.862308,0.498109
6.22,0.866636,0.497423
6.23,0.870992,0.49676
6.24,0.875375,0.496119
6.25,0.879786,0.495501
6.26,0.884224,0.494905
6.27,0.88869,0.494332
6.28,0.893184,0.493782
6.29,0.897706,0.493254
6.3,0.902255,0.49275
6.31,0.906831,0.492268
6.32,0.911436,0.49181
6.33,0.916067,0.491374
6.34,0.920727,0.490962
6.35,0.925414,0.490572
6.36,0.930128,0.490206
6.37,0.93487,0.489864
6.38,0.939639,0.489545
6.39,0.944435,0.489249
6.4,0.949259,0.488978
6.41,0.95411,0.488729
6.42,0.958988,0.488505
6.43,0.963893,0.488305
6.44,0.968825,0.488128
6.45,0.973784,0.487976
6.46,0.97877,0.487848
6.47,0.983783,0.487745
6.48,0.988823,0.487666
6.49,0.993889,0.487611
6.5,0.998981,0.487581
6.51,1.0041,0.487576
6.52,1.00925,0.487596
6.53,1.01442,0.487642
6.54,1.01961,0.487712
6.55,1.02484,0.487807
6.56,1.03009,0.487929
6.57,1.03536,0.488075
6.58,1.04066,0.488248
6.59,1.04599,0.488447
6.6,1.05134,0.488671
6.61,1.05671,0.488922
6.62,1.06211,0.489199
6.63,1.06754,0.489503
6.64,1.07299,0.489834
6.65,1.07846,0.490191
6.66,1.08396,0.490576
6.67,1.08948,0.490988
6.68,1.09503,0.491427
6.69,1.1006,0.491894
6.7,1.10619,0.492389
6.71,1.11181,0.492912
6.72,1.11744,0.493463
6.73,1.1231,0.494043
6.74,1.12879,0.494651
6.75,1.13449,0.495288
6.76,1.14022,0.495954
6.77,1.14596,0.496649
6.78,1.15173,0.497374
6.79,1.15752,0.498129
6.8,1.16333,0.498914
6.81,1.16916,0.499728
6.82,1.17501,0.500574
6.83,1.18088,0.50145
6.84,1.18676,0.502357
6.85,1.19267,0.503295
6.86,1.19859,0.504265
6.87,1.20454,0.505266
6.88,1.2105,0.5063
6.89,1.21647,0.507365
6.9,1.22246,0.508464
6.91,1.22847,0.509595
6.92,1.2345,0.510759
6.93,1.24054,0.511957
6.94,1.24659,0.513188
6.95,1.25266,0.514454
6.96,1.25874,0.515754
6.97,1.26484,0.517088
6.98,1.27095,0.518458
6.99,1.27707,0.519862
7,1.2832,0.521303
7.01,1.28934,0.522779
7.02,1.29549,0.524292
7.03,1.30166,0.525841
7.04,1.30783,0.527427
7.05,1.31401,0.529051
7.06,1.3202,0.530712
7.07,1.32639,0.532411
7.08,1.33259,0.534149
7.09,1.3388,0.535926
7.1,1.34502,0.537741
7.11,1.35123,0.539597
7.12,1.35745,0.541492
7.13,1.36368,0.543427
7.14,1.3699,0.545404
7.15,1.37613,0.547421
7.16,1.38236,0.54948
7.17,1.38859,0.551581
7.18,1.39481,0.553725
7.19,1.40104,0.555911
7.2,1.40726,0.55814
7.21,1.41348,0.560413
7.22,1.41969,0.56273
7.23,1.4259,0.565092
7.24,1.4321,0.567499
7.25,1.4383,0.569951
7.26,1.44448,0.572449
7.27,1.45066,0.574994
7.28,1.45682,0.577585
7.29,1.46298,0.580223
7.3,1.46912,0.58291
7.31,1.47524,0.585644
7.32,1.48136,0.588427
7.33,1.48745,0.59126
7.34,1.49353,0.594142
7.35,1.4996,0.597074
7.36,1.50564,0.600057
7.37,1.51166,0.603091
7.38,1.51766,0.606177
7.39,1.52364,0.609315
7.4,1.52959,0.612506
7.41,1.53552,0.615749
7.42,1.54142,0.619047
7.43,1.54729,0.622398
7.44,1.55313,0.625805
7.45,1.55894,0.629266
7.46,1.56472,0.632784
7.47,1.57047,0.636357
7.48,1.57618,0.639987
7.49,1.58185,0.643675
7.5,1.58749,0.64742
7.51,1.59309,0.651223
7.52,1.59864,0.655086
7.53,1.60416,0.659007
7.54,1.60963,0.662989
7.55,1.61505,0.667031
7.56,1.62043,0.671133
7.57,1.62576,0.675297
7.58,1.63104,0.679523
7.59,1.63626,0.683811
7.6,1.64144,0.688162
7.61,1.64656,0.692576
7.62,1.65162,0.697054
7.63,1.65662,0.701596
7.64,1.66157,0.706203
7.65,1.66645,0.710875
7.66,1.67127,0.715612
7.67,1.67602,0.720416
7.68,1.6807,0.725286
7.69,1.68532,0.730223
7.7,1.68987,0.735228
7.71,1.69434,0.7403
7.72,1.69874,0.74544
7.73,1.70307,0.750649
7.74,1.70731,0.755926
7.75,1.71148,0.761273
7.76,1.71557,0.766689
7.77,1.71957,0.772175
7.78,1.72349,0.777732
7.79,1.72732,0.783359
7.8,1.73106,0.789056
7.81,1.73471,0.794825
7.82,1.73827,0.800664
7.83,1.74174,0.806575
7.84,1.7451,0.812558
7.85,1.74838,0.818612
7.86,1.75155,0.824739
7.87,1.75462,0.830937
7.88,1.75758,0.837207
7.89,1.76044,0.84355
7.9,1.7632,0.849965
7.91,1.76584,0.856451
7.92,1.76838,0.863011
7.93,1.7708,0.869642
7.94,1.77311,0.876345
7.95,1.7753,0.88312
7.96,1.77738,0.889967
7.97,1.77933,0.896885
7.98,1.78117,0.903875
7.99,1.78288,0.910936
8,1.78447,0.918067
8.01,1.78593,0.925269
8.02,1.78726,0.932541
8.03,1.78847,0.939883
8.04,1.78955,0.947293
8.05,1.79049,0.954773
8.06,1.7913,0.96232
8.07,1.79197,0.969935
8.08,1.79251,0.977617
8.09,1.79291,0.985364
8.1,1.79318,0.993177
8.11,1.7933,1.00106
8.12,1.79328,1.009
8.13,1.79312,1.017
8.14,1.79281,1.02507
8.15,1.79236,1.03319
8.16,1.79177,1.04138
8.17,1.79103,1.04963
8.18,1.79014,1.05793
8.19,1.7891,1.06629
8.2,1.78792,1.0747
8.21,1.78658,1.08317
8.22,1.78509,1.09169
8.23,1.78346,1.10026
8.24,1.78167,1.10888
8.25,1.77973,1.11755
8.26,1.77764,1.12626
8.27,1.77539,1.13502
8.28,1.773,1.14382
8.29,1.77045,1.15266
