t,K,Z
8.3,1.76774,1.16154
8.31,1.76489,1.17046
8.32,1.76188,1.17941
8.33,1.75872,1.1884
8.34,1.7554,1.19742
8.35,1.75194,1.20646
8.36,1.74832,1.21553
8.37,1.74455,1.22463
8.38,1.74063,1.23375
8.39,1.73657,1.24288
8.4,1.73235,1.25204
8.41,1.72798,1.26121
8.42,1.72347,1.27039
8.43,1.71881,1.27958
8.44,1.714,1.28878
8.45,1.70905,1.29798
8.46,1.70396,1.30718
8.47,1.69873,1.31639
8.48,1.69335,1.32558
8.49,1.68784,1.33477
8.5,1.68219,1.34396
8.51,1.6764,1.35312
8.52,1.67048,1.36228
8.53,1.66443,1.37141
8.54,1.65825,1.38052
8.55,1.65194,1.38961
8.56,1.6455,1.39867
8.57,1.63894,1.4077
8.58,1.63226,1.41669
8.59,1.62546,1.42565
8.6,1.61854,1.43457
8.61,1.61151,1.44344
8.62,1.60436,1.45227
8.63,1.5971,1.46104
8.64,1.58974,1.46977
8.65,1.58227,1.47843
8.66,1.5747,1.48704
8.67,1.56703,1.49559
8.68,1.55927,1.50407
8.69,1.55141,1.51248
8.7,1.54346,1.52082
8.71,1.53542,1.52909
8.72,1.52729,1.53727
8.73,1.51909,1.54538
8.74,1.5108,1.5534
8.75,1.50244,1.56134
8.76,1.49401,1.56918
8.77,1.48551,1.57693
8.78,1.47694,1.58459
8.79,1.4683,1.59215
8.8,1.45961,1.5996
8.81,1.45086,1.60695
8.82,1.44205,1.6142
8.83,1.43319,1.62134
8.84,1.42429,1.62836
8.85,1.41534,1.63527
8.86,1.40635,1.64206
8.87,1.39732,1.64873
8.88,1.38825,1.65528
8.89,1.37915,1.66171
8.9,1.37003,1.66801
8.91,1.36088,1.67418
8.92,1.3517,1.68022
8.93,1.34251,1.68613
8.94,1.3333,1.69191
8.95,1.32407,1.69755
8.96,1.31483,1.70305
8.97,1.30559,1.70841
8.98,1.29634,1.71363
8.99,1.28709,1.71871
9,1.27784,1.72364
9.01,1.26859,1.72843
9.02,1.25935,1.73307
9.03,1.25012,1.73757
9.04,1.2409,1.74192
9.05,1.23169,1.74611
9.06,1.2225,1.75016
9.07,1.21333,1.75405
9.08,1.20418,1.75779
9.09,1.19506,1.76138
9.1,1.18596,1.76482
9.11,1.17689,1.7681
9.12,1.16785,1.77123
9.13,1.15884,1.7742
9.14,1.14987,1.77702
9.15,1.14094,1.77968
9.16,1.13204,1.78219
9.17,1.12319,1.78454
9.18,1.11437,1.78674
9.19,1.10561,1.78879
9.2,1.09689,1.79067
9.21,1.08821,1.79241
9.22,1.07959,1.79399
9.23,1.07102,1.79542
9.24,1.0625,1.79669
9.25,1.05403,1.79782
9.26,1.04563,1.79879
9.27,1.03727,1.79961
9.28,1.02898,1.80028
9.29,1.02074,1.8008
9.3,1.01257,1.80117
9.31,1.00446,1.8014
9.32,0.996408,1.80148
9.33,0.988422,1.80142
9.34,0.9805,1.80121
9.35,0.972644,1.80086
9.36,0.964855,1.80036
9.37,0.957133,1.79973
9.38,0.949478,1.79896
9.39,0.941892,1.79805
9.4,0.934375,1.79701
9.41,0.926928,1.79583
9.42,0.919552,1.79451
9.43,0.912246,1.79307
9.44,0.905011,1.7915
9.45,0.897848,1.7898
9.46,0.890757,1.78797
9.47,0.883738,1.78601
9.48,0.876791,1.78394
9.49,0.869918,1.78174
9.5,0.863117,1.77942
9.51,0.85639,1.77699
9.52,0.849736,1.77443
9.53,0.843155,1.77177
9.54,0.836648,1.76899
9.55,0.830214,1.7661
9.56,0.823854,1.7631
9.57,0.817567,1.76
9.58,0.811354,1.75678
9.59,0.805214,1.75347
9.6,0.799147,1.75006
9.61,0.793153,1.74654
9.62,0.787231,1.74293
9.63,0.781383,1.73922
9.64,0.775607,1.73542
9.65,0.769903,1.73152
9.66,0.764271,1.72754
9.67,0.75871,1.72347
9.68,0.753221,1.71931
9.69,0.747803,1.71506
9.7,0.742456,1.71074
9.71,0.737179,1.70633
9.72,0.731972,1.70185
9.73,0.726835,1.69729
9.74,0.721767,1.69265
9.75,0.716767,1.68794
9.76,0.711836,1.68316
9.77,0.706973,1.67831
9.78,0.702178,1.67339
9.79,0.69745,1.66841
9.8,0.692788,1.66336
9.81,0.688192,1.65825
9.82,0.683662,1.65308
9.83,0.679197,1.64785
9.84,0.674797,1.64256
9.85,0.670461,1.63722
9.86,0.666189,1.63183
9.87,0.661979,1.62638
9.88,0.657833,1.62088
9.89,0.653749,1.61534
9.9,0.649726,1.60974
9.91,0.645764,1.60411
9.92,0.641863,1.59842
9.93,0.638022,1.5927
9.94,0.63424,1.58693
9.95,0.630518,1.58113
9.96,0.626854,1.57529
9.97,0.623248,1.56941
9.98,0.619699,1.5635
9.99,0.616207,1.55755
10,0.612771,1.55157
10.01,0.609391,1.54556
10.02,0.606067,1.53953
10.03,0.602797,1.53346
10.04,0.599581,1.52737
10.05,0.596419,1.52126
10.06,0.59331,1.51512
10.07,0.590254,1.50895
10.08,0.58725,1.50277
10.09,0.584297,1.49657
10.1,0.581396,1.49035
10.11,0.578545,1.48411
10.12,0.575744,1.47785
10.13,0.572993,1.47158
10.14,0.570291,1.4653
10.15,0.567637,1.459
10.16,0.565032,1.4527
10.17,0.562474,1.44638
10.18,0.559963,1.44005
10.19,0.557499,1.43371
10.2,0.555081,1.42737
10.21,0.552709,1.42102
10.22,0.550382,1.41466
10.23,0.5481,1.4083
10.24,0.545862,1.40194
10.25,0.543668,1.39557
10.26,0.541517,1.3892
10.27,0.53941,1.38283
10.28,0.537345,1.37646
10.29,0.535322,1.37009
10.3,0.53334,1.36373
10.31,0.531401,1.35736
10.32,0.529502,1.351
10.33,0.527643,1.34465
10.34,0.525824,1.3383
10.35,0.524046,1.33195
10.36,0.522306,1.32561
10.37,0.520605,1.31928
10.38,0.518943,1.31295
10.39,0.517319,1.30664
10.4,0.515733,1.30033
10.41,0.514184,1.29403
10.42,0.512672,1.28775
10.43,0.511197,1.28147
10.44,0.509758,1.27521
10.45,0.508355,1.26896
10.46,0.506988,1.26272
10.47,0.505656,1.25649
10.48,0.504359,1.25028
10.49,0.503097,1.24408
10.5,0.501869,1.2379
10.51,0.500675,1.23173
10.52,0.499515,1.22558
10.53,0.498388,1.21945
10.54,0.497294,1.21333
10.55,0.496233,1.20723
10.56,0.495205,1.20115
10.57,0.494209,1.19509
10.58,0.493244,1.18904
10.59,0.492312,1.18302
10.6,0.491411,1.17701
10.61,0.490541,1.17103
10.62,0.489702,1.16506
10.63,0.488894,1.15912
10.64,0.488116,1.15319
10.65,0.487368,1.14729
10.66,0.48665,1.14141
10.67,0.485962,1.13555
10.68,0.485304,1.12971
10.69,0.484674,1.1239
10.7,0.484074,1.1181
10.71,0.483502,1.11234
10.72,0.482959,1.10659
10.73,0.482444,1.10087
10.74,0.481957,1.09517
10.75,0.481499,1.0895
10.76,0.481068,1.08385
10.77,0.480664,1.07822
10.78,0.480288,1.07262
10.79,0.47994,1.06705
10.8,0.479618,1.0615
10.81,0.479323,1.05598
10.82,0.479054,1.05048
10.83,0.478813,1.04501
10.84,0.478597,1.03956
10.85,0.478408,1.03414
10.86,0.478244,1.02875
10.87,0.478107,1.02338
10.88,0.477995,1.01804
10.89,0.477909,1.01272
10.9,0.477848,1.00744
10.91,0.477813,1.00217
10.92,0.477802,0.996942
10.93,0.477817,0.991736
10.94,0.477856,0.986557
10.95,0.477921,0.981406
10.96,0.47801,0.976282
10.97,0.478123,0.971186
10.98,0.478261,0.966117
10.99,0.478423,0.961077
11,0.478609,0.956064
11.01,0.478819,0.951079
11.02,0.479053,0.946122
11.03,0.479312,0.941194
11.04,0.479593,0.936293
11.05,0.479899,0.93142
11.06,0.480228,0.926576
11.07,0.480581,0.92176
11.08,0.480957,0.916972
11.09,0.481356,0.912213
11.1,0.481779,0.907482
11.11,0.482224,0.902779
11.12,0.482693,0.898104
11.13,0.483185,0.893458
11.14,0.4837,0.888841
11.15,0.484237,0.884252
11.16,0.484798,0.879691
11.17,0.485381,0.875159
11.18,0.485987,0.870655
11.19,0.486616,0.86618
11.2,0.487267,0.861733
11.21,0.487941,0.857315
11.22,0.488637,0.852925
11.23,0.489356,0.848563
11.24,0.490097,0.84423
11.25,0.49086,0.839925
11.26,0.491646,0.835649
11.27,0.492454,0.831401
11.28,0.493284,0.827181
11.29,0.494137,0.82299
11.3,0.495011,0.818827
11.31,0.495908,0.814692
11.32,0.496827,0.810585
11.33,0.497768,0.806506
11.34,0.498731,0.802456
11.35,0.499716,0.798433
11.36,0.500724,0.794439
11.37,0.501753,0.790472
11.38,0.502804,0.786534
11.39,0.503878,0.782623
11.4,0.504973,0.77874
11.41,0.50609,0.774885
11.42,0.50723,0.771058
11.43,0.508391,0.767259
11.44,0.509574,0.763487
11.45,0.510779,0.759742
11.46,0.512006,0.756026
11.47,0.513256,0.752336
11.48,0.514527,0.748674
11.49,0.51582,0.74504
11.5,0.517135,0.741432
11.51,0.518472,0.737852
11.52,0.519831,0.734299
11.53,0.521213,0.730773
11.54,0.522616,0.727274
11.55,0.524041,0.723803
11.56,0.525488,0.720358
11.57,0.526958,0.716939
11.58,0.52845,0.713548
11.59,0.529963,0.710183
11.6,0.531499,0.706845
11.61,0.533057,0.703534
11.62,0.534638,0.700248
11.63,0.53624,0.69699
11.64,0.537865,0.693757
11.65,0.539512,0.690551
11.66,0.541182,0.687371
11.67,0.542874,0.684218
11.68,0.544588,0.68109
11.69,0.546325,0.677988
11.7,0.548084,0.674912
11.71,0.549866,0.671862
11.72,0.55167,0.668838
11.73,0.553497,0.665839
11.74,0.555347,0.662866
11.75,0.557219,0.659919
11.76,0.559114,0.656997
11.77,0.561032,0.6541
11.78,0.562972,0.651229
11.79,0.564936,0.648383
11.8,0.566922,0.645562
11.81,0.568931,0.642766
11.82,0.570964,0.639995
11.83,0.573019,0.63725
11.84,0.575098,0.634529
11.85,0.5772,0.631833
11.86,0.579325,0.629161
11.87,0.581473,0.626515
11.88,0.583645,0.623892
11.89,0.58584,0.621295
11.9,0.588059,0.618722
11.91,0.590301,0.616173
11.92,0.592567,0.613648
11.93,0.594856,0.611148
11.94,0.597169,0.608672
11.95,0.599506,0.60622
11.96,0.601867,0.603792
11.97,0.604251,0.601388
11.98,0.60666,0.599008
11.99,0.609093,0.596652
12,0.611549,0.59432
12.01,0.61403,0.592011
12.02,0.616535,0.589726
12.03,0.619065,0.587465
12.04,0.621619,0.585227
12.05,0.624197,0.583013
12.06,0.6268,0.580822
12.07,0.629427,0.578654
12.08,0.632079,0.57651
12.09,0.634756,0.574389
12.1,0.637458,0.572291
12.11,0.640184,0.570216
12.12,0.642936,0.568164
12.13,0.645712,0.566136
12.14,0.648514,0.56413
12.15,0.65134,0.562147
12.16,0.654192,0.560187
12.17,0.657069,0.55825
12.18,0.659972,0.556335
12.19,0.6629,0.554444
12.2,0.665854,0.552575
12.21,0.668833,0.550728
12.22,0.671838,0.548904
12.23,0.674868,0.547103
12.24,0.677925,0.545324
12.25,0.681007,0.543568
12.26,0.684116,0.541834
12.27,0.68725,0.540122
12.28,0.69041,0.538433
12.29,0.693597,0.536766
12.3,0.69681,0.535122
12.31,0.700049,0.533499
12.32,0.703315,0.531899
12.33,0.706607,0.530321
12.34,0.709926,0.528765
12.35,0.713272,0.527231
12.36,0.716644,0.525719
12.37,0.720043,0.52423
12.38,0.723468,0.522762
12.39,0.726921,0.521317
12.4,0.730401,0.519893
12.41,0.733907,0.518491
12.42,0.737441,0.517112
12.43,0.741002,0.515754
12.44,0.744591,0.514418
12.45,0.748206,0.513104
12.46,0.751849,0.511812
12.47,0.75552,0.510542
12.48,0.759218,0.509294
12.49,0.762943,0.508068
12.5,0.766696,0.506863
12.51,0.770477,0.505681
12.52,0.774286,0.50452
12.53,0.778122,0.503381
12.54,0.781986,0.502264
12.55,0.785879,0.501169
12.56,0.789799,0.500096
12.57,0.793747,0.499045
12.58,0.797723,0.498016
12.59,0.801728,0.497009
12.6,0.80576,0.496023
12.61,0.809821,0.49506
12.62,0.81391,0.494118
12.63,0.818028,0.493199
12.64,0.822174,0.492301
12.65,0.826348,0.491426
12.66,0.83055,0.490572
12.67,0.834781,0.489741
12.68,0.839041,0.488932
12.69,0.843329,0.488145
12.7,0.847646,0.48738
12.71,0.851991,0.486638
12.72,0.856365,0.485917
12.73,0.860767,0.485219
12.74,0.865198,0.484544
12.75,0.869658,0.483891
12.76,0.874146,0.48326
12.77,0.878663,0.482652
12.78,0.883209,0.482066
12.79,0.887783,0.481503
12.8,0.892387,0.480963
12.81,0.897018,0.480445
12.82,0.901679,0.47995
12.83,0.906368,0.479478
12.84,0.911086,0.47903
12.85,0.915832,0.478604
12.86,0.920608,0.478201
12.87,0.925411,0.477821
12.88,0.930244,0.477465
12.89,0.935104,0.477132
12.9,0.939994,0.476822
12.91,0.944912,0.476536
12.92,0.949858,0.476273
12.93,0.954833,0.476035
12.94,0.959836,0.47582
12.95,0.964867,0.475628
12.96,0.969926,0.475461
12.97,0.975014,0.475318
12.98,0.98013,0.4752
12.99,0.985273,0.475105
13,0.990445,0.475035
13.01,0.995645,0.47499
13.02,1.00087,0.474969
13.03,1.00613,0.474973
13.04,1.01141,0.475002
13.05,1.01672,0.475057
13.06,1.02206,0.475136
13.07,1.02742,0.475241
13.08,1.03281,0.475371
13.09,1.03823,0.475527
13.1,1.04368,0.475709
13.11,1.04915,0.475917
13.12,1.05465,0.476151
13.13,1.06017,0.476411
13.14,1.06572,0.476697
13.15,1.0713,0.477011
13.16,1.0769,0.477351
13.17,1.08253,0.477718
13.18,1.08818,0.478112
13.19,1.09386,0.478534
13.2,1.09957,0.478983
13.21,1.1053,0.47946
13.22,1.11105,0.479965
13.23,1.11683,0.480498
13.24,1.12263,0.481059
13.25,1.12845,0.481649
13.26,1.1343,0.482268
13.27,1.14018,0.482915
13.28,1.14607,0.483592
13.29,1.15199,0.484299
13.3,1.15793,0.485035
13.31,1.16389,0.485801
13.32,1.16988,0.486597
13.33,1.17589,0.487424
13.34,1.18191,0.488281
13.35,1.18796,0.489169
13.36,1.19403,0.490089
13.37,1.20012,0.49104
13.38,1.20623,0.492022
13.39,1.21235,0.493037
13.4,1.2185,0.494084
13.41,1.22466,0.495163
13.42,1.23085,0.496276
13.43,1.23705,0.497422
13.44,1.24326,0.498601
13.45,1.2495,0.499814
13.46,1.25575,0.501061
13.47,1.26201,0.502342
13.48,1.26829,0.503658
13.49,1.27459,0.50501
13.5,1.2809,0.506396
13.51,1.28722,0.507819
13.52,1.29356,0.509277
13.53,1.2999,0.510772
13.54,1.30626,0.512304
13.55,1.31263,0.513873
13.56,1.31901,0.51548
13.57,1.32541,0.517124
13.58,1.33181,0.518807
13.59,1.33821,0.520528
13.6,1.34463,0.522289
13.61,1.35105,0.524089
13.62,1.35748,0.525929
13.63,1.36392,0.527809
13.64,1.37036,0.52973
13.65,1.3768,0.531691
13.66,1.38325,0.533695
13.67,1.3897,0.53574
13.68,1.39615,0.537828
13.69,1.40261,0.539959
13.7,1.40906,0.542133
13.71,1.41551,0.54435
13.72,1.42196,0.546612
13.73,1.42841,0.548919
13.74,1.43485,0.55127
13.75,1.44129,0.553667
13.76,1.44772,0.556111
13.77,1.45415,0.5586
13.78,1.46057,0.561137
13.79,1.46698,0.563722
13.8,1.47338,0.566354
13.81,1.47977,0.569035
13.82,1.48614,0.571765
13.83,1.49251,0.574545
13.84,1.49886,0.577374
13.85,1.50519,0.580255
13.86,1.51151,0.583186
13.87,1.51781,0.586169
13.88,1.52409,0.589204
13.89,1.53035,0.592292
13.9,1.53659,0.595434
13.91,1.54281,0.598629
13.92,1.549,0.601878
13.93,1.55517,0.605182
13.94,1.56131,0.608542
13.95,1.56742,0.611958
13.96,1.5735,0.61543
13.97,1.57955,0.61896
13.98,1.58557,0.622547
13.99,1.59156,0.626193
14,1.59751,0.629897
14.01,1.60342,0.63366
14.02,1.60929,0.637484
14.03,1.61513,0.641368
14.04,1.62092,0.645313
14.05,1.62667,0.64932
14.06,1.63237,0.653389
14.07,1.63803,0.657521
14.08,1.64364,0.661716
14.09,1.6492,0.665976
14.1,1.65471,0.670299
14.11,1.66016,0.674688
14.12,1.66557,0.679142
14.13,1.67091,0.683662
14.14,1.6762,0.688248
14.15,1.68142,0.692902
14.16,1.68658,0.697624
14.17,1.69168,0.702414
14.18,1.69672,0.707272
14.19,1.70169,0.7122
14.2,1.70658,0.717197
14.21,1.71141,0.722265
14.22,1.71616,0.727403
14.23,1.72084,0.732613
14.24,1.72544,0.737894
14.25,1.72996,0.743247
14.26,1.73441,0.748672
14.27,1.73876,0.75417
14.28,1.74304,0.759742
14.29,1.74723,0.765387
14.3,1.75133,0.771106
14.31,1.75533,0.7769
14.32,1.75925,0.782768
14.33,1.76307,0.788711
14.34,1.7668,0.794729
14.35,1.77042,0.800823
14.36,1.77395,0.806993
14.37,1.77737,0.813239
14.38,1.78069,0.819561
14.39,1.78391,0.825959
14.4,1.78701,0.832434
14.41,1.79001,0.838985
14.42,1.79289,0.845613
14.43,1.79566,0.852318
14.44,1.79831,0.8591
14.45,1.80084,0.865958
14.46,1.80326,0.872893
14.47,1.80555,0.879904
14.48,1.80772,0.886992
14.49,1.80976,0.894157
14.5,1.81167,0.901397
14.51,1.81346,0.908714
14.52,1.81512,0.916106
14.53,1.81664,0.923573
14.54,1.81803,0.931115
14.55,1.81928,0.938732
14.56,1.82039,0.946423
14.57,1.82137,0.954187
14.58,1.8222,0.962025
14.59,1.8229,0.969935
14.6,1.82344,0.977916
14.61,1.82385,0.985969
14.62,1.8241,0.994092
14.63,1.82421,1.00228
14.64,1.82417,1.01054
14.65,1.82398,1.01887
14.66,1.82363,1.02727
14.67,1.82314,1.03573
14.68,1.82248,1.04426
14.69,1.82168,1.05284
14.7,1.82071,1.06149
14.71,1.8196,1.07021
14.72,1.81832,1.07898
14.73,1.81688,1.08781
14.74,1.81529,1.09669
14.75,1.81353,1.10563
14.76,1.81162,1.11463
14.77,1.80954,1.12368
14.78,1.8073,1.13277
14.79,1.8049,1.14192
14.8,1.80234,1.15111
14.81,1.79962,1.16034
14.82,1.79673,1.16962
14.83,1.79368,1.17894
14.84,1.79047,1.1883
14.85,1.7871,1.19769
14.86,1.78357,1.20712
14.87,1.77987,1.21658
14.88,1.77602,1.22607
14.89,1.772,1.23558
14.9,1.76783,1.24512
14.91,1.7635,1.25468
14.92,1.75901,1.26426
14.93,1.75436,1.27385
14.94,1.74955,1.28346
14.95,1.74459,1.29308
14.96,1.73948,1.30271
14.97,1.73422,1.31235
14.98,1.7288,1.32198
14.99,1.72323,1.33162
15,1.71752,1.34125
15.01,1.71166,1.35087
15.02,1.70565,1.36048
15.03,1.6995,1.37008
15.04,1.69321,1.37967
15.05,1.68678,1.38923
15.06,1.68022,1.39877
15.07,1.67352,1.40829
15.08,1.66669,1.41777
15.09,1.65972,1.42722
15.1,1.65263,1.43664
15.11,1.64542,1.44602
15.12,1.63808,1.45535
15.13,1.63062,1.46464
15.14,1.62304,1.47387
15.15,1.61535,1.48305
15.16,1.60755,1.49218
15.17,1.59964,1.50125
15.18,1.59162,1.51025
15.19,1.5835,1.51918
15.2,1.57527,1.52805
15.21,1.56696,1.53684
15.22,1.55854,1.54555
15.23,1.55004,1.55418
15.24,1.54145,1.56273
15.25,1.53278,1.57119
15.26,1.52402,1.57956
15.27,1.51519,1.58784
15.28,1.50628,1.59602
15.29,1.49731,1.6041
15.3,1.48826,1.61208
15.31,1.47915,1.61995
15.32,1.46998,1.62771
15.33,1.46075,1.63536
15.34,1.45147,1.6429
15.35,1.44214,1.65032
15.36,1.43276,1.65761
15.37,1.42334,1.66479
15.38,1.41388,1.67183
15.39,1.40438,1.67875
15.4,1.39485,1.68554
15.41,1.38528,1.6922
15.42,1.3757,1.69872
15.43,1.36608,1.7051
15.44,1.35645,1.71134
15.45,1.3468,1.71744
15.46,1.33714,1.7234
15.47,1.32747,1.72921
15.48,1.31779,1.73487
15.49,1.3081,1.74038
15.5,1.29842,1.74574
15.51,1.28874,1.75095
15.52,1.27906,1.75601
15.53,1.26939,1.76091
15.54,1.25973,1.76565
15.55,1.25008,1.77024
15.56,1.24045,1.77467
15.57,1.23085,1.77893
15.58,1.22126,1.78304
15.59,1.2117,1.78699
15.6,1.20216,1.79077
15.61,1.19265,1.79439
15.62,1.18318,1.79785
15.63,1.17374,1.80114
15.64,1.16434,1.80427
15.65,1.15497,1.80723
15.66,1.14565,1.81003
15.67,1.13637,1.81267
15.68,1.12713,1.81514
15.69,1.11794,1.81745
15.7,1.10881,1.81959
15.71,1.09972,1.82157
15.72,1.09068,1.82339
15.73,1.0817,1.82504
15.74,1.07278,1.82653
15.75,1.06391,1.82786
15.76,1.0551,1.82903
15.77,1.04636,1.83004
15.78,1.03767,1.83089
15.79,1.02905,1.83158
15.8,1.02049,1.83211
15.81,1.012,1.83249
15.82,1.00358,1.83271
15.83,0.995219,1.83277
15.84,0.986931,1.83268
15.85,0.978713,1.83244
15.86,0.970566,1.83205
15.87,0.96249,1.83151
15.88,0.954487,1.83083
15.89,0.946557,1.82999
15.9,0.938701,1.82902
15.91,0.930919,1.82789
15.92,0.923212,1.82663
15.93,0.91558,1.82523
15.94,0.908024,1.82369
15.95,0.900545,1.82201
15.96,0.893143,1.8202
15.97,0.885817,1.81825
15.98,0.878569,1.81618
15.99,0.871398,1.81397
16,0.864305,1.81164
16.01,0.85729,1.80918
16.02,0.850353,1.8066
16.03,0.843494,1.8039
16.04,0.836713,1.80107
16.05,0.830011,1.79813
16.06,0.823386,1.79508
16.07,0.816839,1.79191
16.08,0.810371,1.78862
16.09,0.80398,1.78523
16.1,0.797667,1.78173
16.11,0.791431,1.77813
16.12,0.785273,1.77442
16.13,0.779192,1.77061
16.14,0.773187,1.7667
16.15,0.767259,1.76269
16.16,0.761407,1.75859
16.17,0.755631,1.75439
16.18,0.749931,1.75011
16.19,0.744306,1.74573
16.2,0.738755,1.74127
16.21,0.733279,1.73672
16.22,0.727877,1.73208
16.23,0.722548,1.72737
16.24,0.717293,1.72258
16.25,0.71211,1.71771
16.26,0.706999,1.71276
16.27,0.70196,1.70775
16.28,0.696991,1.70266
16.29,0.692094,1.6975
16.3,0.687267,1.69227
16.31,0.682509,1.68698
16.32,0.67782,1.68162
16.33,0.6732,1.6762
